param_04,param_01,param_06,param_03,param_07,param_05,drama_id,command_id,command_type,param_08,param_02
"",se_travel_top,"",0,"","",40095,1400950066,23,"",se_travel_top_flock_drop_goldenbox2
"",0.5,"","","","",40095,1400950067,93,"",0
"",se_travel_top,"",0,"","",40095,1400950068,23,"",se_travel_top_flock_dizzy
"",0,"",0.15,"","",40095,1400950069,122,"",12
"",400910,"","","","",40095,1400950070,32,"",1
"",1.67,"","","","",40095,1400950071,93,"",0
"","","","","","",40095,1400950072,111,"",""
"",0,"","","","",40095,1400950073,91,"",0
-55,401000,1,0,"",0.65,40101,1401010001,31,"",401000
0,0,1,55,0,-73,40101,1401010002,5,normal,0
"",0,"","","","",40101,1401010003,91,"",0
-1000,2,1,51,0,-140,40102,1401020001,1,<weapon>_idle,1000001
185,20,0.6,50,0,-140,40102,1401020002,5,idle,20
0,401001,1,0,"",1,40102,1401020003,31,"",401001
0,401002,1,0,"",1,40102,1401020004,31,"",401002
-140,401003,0,-1000,"",1,40102,1401020005,31,"",401003
-60,401004,0,185,"",1,40102,1401020006,31,"",401004
-100,401005,0,135,"",0.7,40102,1401020007,31,"",401005
0,400010,1,0,"",1,40102,1401020008,31,"",400010
"",0,"","","","",40102,1401020009,91,"",0
"",0.7,"","","","",40102,1401020010,93,"",0
"",1000001,0.2,1,"","",40102,1401020011,3,"",<weapon>_run
1.5,1000001,"",-140,"",0,40102,1401020012,2,"",-170
"",401003,"","","","",40102,1401020013,32,"",1
1.5,401003,"",-140,"",0,40102,1401020014,33,"",-170
"",0.2,"","","","",40102,1401020015,93,"",0
"",se_travel_top,"",0,"","",40102,1401020016,23,"",se_travel_top_defeat_foot
"",0.5,"","","","",40102,1401020017,93,"",0
0,1000001,20,0.5,220,0,40102,1401020018,12,"",4
"",0.04,"","","","",40102,1401020019,93,"",0
"",se_travel_top,"",0,"","",40102,1401020020,23,"",se_travel_top_defeat_emote_notice
"",1401020012,"","","","",40102,1401020021,91,"",""
"",1000001,0,1,"","",40102,1401020022,3,"",<weapon>_idle
"",401003,"","","","",40102,1401020023,32,"",0
"",0.5,"","","","",40102,1401020024,93,"",0
<weapon>_idle,1000001,0,0,0,1,40102,1401020025,3,"",<weapon>_attack_skipQuest
"",0.1,"","","","",40102,1401020026,93,"",0
"",se_travel_top,"",0,"","",40102,1401020027,23,"",se_travel_top_defeat_attack_jump
"",0.06,"","","","",40102,1401020028,93,"",0
"",401004,"","","","",40102,1401020029,32,"",1
"",20,0,0,"","",40102,1401020030,3,"",die
"",0.25,"","","","",40102,1401020031,93,"",0
"",401005,"","","","",40102,1401020032,32,"",1
"",0.14,"","","","",40102,1401020033,93,"",0
"",se_travel_top,"",0,"","",40102,1401020034,23,"",se_travel_top_defeat_fadeout
"",1401020030,"","","","",40102,1401020035,91,"",""
1,20,0.5,1,"",0,40102,1401020036,6,"",1
"",0.04,"","","","",40102,1401020037,93,"",0
"",se_travel_top,"",0,"","",40102,1401020038,23,"",se_travel_top_defeat_drop_box
"",1401020036,"","","","",40102,1401020039,91,"",""
"",1000001,0,0,"","",40102,1401020040,3,"",<weapon>_joy_short
"",0.54,"","","","",40102,1401020041,93,"",0
"",se_travel_top,"",0,"","",40102,1401020042,23,"",se_travel_top_defeat_joy
"",1401020040,"","","","",40102,1401020043,91,"",""
"","","","","","",40102,1401020044,111,"",""
"",0,"","","","",40102,1401020045,91,"",""
-55,401000,1,0,"",0.65,40111,1401110001,31,"",401000
0,0,1,55,0,-73,40111,1401110002,5,normal,0
"",0,"","","","",40111,1401110003,91,"",0
-1000,2,1,51,0,-140,40112,1401120001,1,<weapon>_idle,1000001
190,21,0.6,50,0,-140,40112,1401120002,5,idle,21
0,401001,1,0,"",1,40112,1401120003,31,"",401001
0,401002,1,0,"",1,40112,1401120004,31,"",401002
-140,401003,0,-1000,"",1,40112,1401120005,31,"",401003
10,401004,0,210,"",1,40112,1401120006,31,"",401004
-100,401006,0,135,"",0.7,40112,1401120007,31,"",401006
0,400011,1,0,"",1,40112,1401120008,31,"",400011
"",0,"","","","",40112,1401120009,91,"",0
"",0.7,"","","","",40112,1401120010,93,"",0
"",1000001,0.2,1,"","",40112,1401120011,3,"",<weapon>_run
1.5,1000001,"",-140,"",0,40112,1401120012,2,"",-170
"",401003,"","","","",40112,1401120013,32,"",1
1.5,401003,"",-140,"",0,40112,1401120014,33,"",-170
"",0.2,"","","","",40112,1401120015,93,"",0
"",se_travel_top,"",0,"","",40112,1401120016,23,"",se_travel_top_defeat_foot
"",0.5,"","","","",40112,1401120017,93,"",0
0,1000001,20,0.5,220,0,40112,1401120018,12,"",4
"",0.04,"","","","",40112,1401120019,93,"",0
"",se_travel_top,"",0,"","",40112,1401120020,23,"",se_travel_top_defeat_emote_notice
"",1401120012,"","","","",40112,1401120021,91,"",""
"",1000001,0,1,"","",40112,1401120022,3,"",<weapon>_idle
"",401003,"","","","",40112,1401120023,32,"",0
"",0.5,"","","","",40112,1401120024,93,"",0
<weapon>_idle,1000001,0,0,0,1,40112,1401120025,3,"",<weapon>_attack_skipQuest
"",0.1,"","","","",40112,1401120026,93,"",0
"",se_travel_top,"",0,"","",40112,1401120027,23,"",se_travel_top_defeat_attack_jump
"",0.06,"","","","",40112,1401120028,93,"",0
"",401004,"","","","",40112,1401120029,32,"",1
"",21,0,0,"","",40112,1401120030,3,"",die
"",se_travel_top,"",0,"","",40112,1401120031,23,"",se_travel_top_defeat_wyvern_fall
"",1.4,"","","","",40112,1401120032,93,"",0
"",401006,"","","","",40112,1401120033,32,"",1
"",se_travel_top,"",0,"","",40112,1401120034,23,"",se_travel_top_defeat_fadeout
"",0.1,"","","","",40112,1401120035,93,"",0
"",0,"",0.2,"","",40112,1401120036,122,"",24
"",se_travel_top,"",0,"","",40112,1401120037,23,"",se_travel_top_defeat_appear_silverbox
"",1401120030,"","","","",40112,1401120038,91,"",""
1,21,0.5,1,"",0,40112,1401120039,6,"",1
"",0.5,"","","","",40112,1401120040,93,"",0
"",se_travel_top,"",0,"","",40112,1401120041,23,"",se_travel_top_defeat_drop_silverbox
"",1401120039,"","","","",40112,1401120042,91,"",""
"",1000001,0,0,"","",40112,1401120043,3,"",<weapon>_joy_short
"",0.54,"","","","",40112,1401120044,93,"",0
"",se_travel_top,"",0,"","",40112,1401120045,23,"",se_travel_top_defeat_joy
"",1401120043,"","","","",40112,1401120046,91,"",""
"","","","","","",40112,1401120047,111,"",""
"",0,"","","","",40112,1401120048,91,"",""
-55,401000,1,0,"",0.65,40121,1401210001,31,"",401000
0,0,1,55,0,-73,40121,1401210002,5,normal,0
"",0,"","","","",40121,1401210003,91,"",0
-1000,2,1,51,0,-140,40122,1401220001,1,<weapon>_idle,1000001
220,22,1,50,0,-140,40122,1401220002,5,idle,22
0,401001,1,0,"",1,40122,1401220003,31,"",401001
0,401002,1,0,"",1,40122,1401220004,31,"",401002
-140,401003,0,-1000,"",1,40122,1401220005,31,"",401003
-30,401004,0,210,"",1,40122,1401220006,31,"",4010041
-30,401004,0,210,"",1,40122,1401220007,31,"",4010042
-100,401007,0,135,"",0.7,40122,1401220008,31,"",401007
-135,401008,0,215,"",0.8,40122,1401220009,31,"",401008
0,400012,1,0,"",1,40122,1401220010,31,"",400012
"",0,"","","","",40122,1401220011,91,"",0
"",se_travel_top,"",0,"","",40122,1401220012,23,"",se_travel_top_defeat_wipe
idle,22,0.2,0,0.2,1,40122,1401220013,3,"",awake
"",0.83,"","","","",40122,1401220014,93,"",0
"",se_travel_top,"",0,"","",40122,1401220015,23,"",se_travel_top_defeat_move_minotaur
"",0.07,"","","","",40122,1401220016,93,"",0
"",0,"",0.7,"","",40122,1401220017,122,"",24
"",0.5,"","","","",40122,1401220018,93,"",0
"",se_travel_top,"",0,"","",40122,1401220019,23,"",se_travel_top_defeat_move_minotaur2
"",1.3,"","","","",40122,1401220020,93,"",0
"",se_travel_top,"",0,"","",40122,1401220021,23,"",se_travel_top_defeat_awake_minotaur
"",401008,"","","","",40122,1401220022,32,"",1
"",0,"",1,"","",40122,1401220023,122,"",48
"",1.27,"","","","",40122,1401220024,93,"",0
"",1000001,0.2,1,"","",40122,1401220025,3,"",<weapon>_run
1.5,1000001,"",-140,"",0,40122,1401220026,2,"",-170
"",401003,"","","","",40122,1401220027,32,"",1
1.5,401003,"",-140,"",0,40122,1401220028,33,"",-170
"",0.2,"","","","",40122,1401220029,93,"",0
"",se_travel_top,"",0,"","",40122,1401220030,23,"",se_travel_top_defeat_foot
"",0.5,"","","","",40122,1401220031,93,"",0
0,1000001,20,0.5,220,0,40122,1401220032,12,"",4
"",0.04,"","","","",40122,1401220033,93,"",0
"",se_travel_top,"",0,"","",40122,1401220034,23,"",se_travel_top_defeat_emote_notice
"",1401220026,"","","","",40122,1401220035,91,"",""
"",1000001,0,1,"","",40122,1401220036,3,"",<weapon>_idle
"",401003,"","","","",40122,1401220037,32,"",0
"",0.5,"","","","",40122,1401220038,93,"",0
<weapon>_idle,1000001,0,0,0,1,40122,1401220039,3,"",<weapon>_attack_skipQuest
"",0.1,"","","","",40122,1401220040,93,"",0
"",se_travel_top,"",0,"","",40122,1401220041,23,"",se_travel_top_defeat_attack_jump
"",0.06,"","","","",40122,1401220042,93,"",0
"",4010041,"","","","",40122,1401220043,32,"",1
idle,22,0,0,0,1,40122,1401220044,3,"",damage
"",1.6,"","","","",40122,1401220045,93,"",0
<weapon>_idle,1000001,0,0,0,1,40122,1401220046,3,"",<weapon>_attack_skipQuest
"",0.1,"","","","",40122,1401220047,93,"",0
"",se_travel_top,"",0,"","",40122,1401220048,23,"",se_travel_top_defeat_attack_jump
"",0.06,"","","","",40122,1401220049,93,"",0
"",4010042,"","","","",40122,1401220050,32,"",1
"",22,0,0,"","",40122,1401220051,3,"",die
"",se_travel_top,"",0,"","",40122,1401220052,23,"",se_travel_top_defeat_die_minotaur
"",1.67,"","","","",40122,1401220053,93,"",0
"",401007,"","","","",40122,1401220054,32,"",1
"",se_travel_top,"",0,"","",40122,1401220055,23,"",se_travel_top_defeat_die_minotaur2
"",0.1,"","","","",40122,1401220056,93,"",0
"",0,"",0.2,"","",40122,1401220057,122,"",24
"",se_travel_top,"",0,"","",40122,1401220058,23,"",se_travel_top_defeat_appear_goldenbox
"",1401220051,"","","","",40122,1401220059,91,"",""
1,22,0.5,1,"",0,40122,1401220060,6,"",1
"",se_travel_top,"",0,"","",40122,1401220061,23,"",se_travel_top_defeat_fadeout
"",0.2,"","","","",40122,1401220062,93,"",0
"",se_travel_top,"",0,"","",40122,1401220063,23,"",se_travel_top_defeat_drop_goldenbox
"",1401220060,"","","","",40122,1401220064,91,"",""
"",1000001,0,0,"","",40122,1401220065,3,"",<weapon>_joy_short
"",0.54,"","","","",40122,1401220066,93,"",0
"",se_travel_top,"",0,"","",40122,1401220067,23,"",se_travel_top_defeat_joy
"",1401220065,"","","","",40122,1401220068,91,"",""
"","","","","","",40122,1401220069,111,"",""
"",0,"","","","",40122,1401220070,91,"",""
-55,401300,1,0,"",0.65,40131,1401310001,31,"",401300
0,0,1,55,0,-73,40131,1401310002,5,normal,0
"",0,"","","","",40131,1401310003,91,"",0
-20,1,1.75,56,0,-195,40132,1401320001,1,travel_topdrama_r_4000_idle,1000001
-260,1,1.75,55,0,-140,40132,1401320002,1,travel_topdrama_r_4000_idle,1000002
-450,1,1.75,54,0,-140,40132,1401320003,1,travel_topdrama_r_4000_idle,1000003
435,7,1,53,0,-150,40132,1401320004,5,travel_topdrama_r_4013_static,7
-2000,8,1.75,57,0,-2000,40132,1401320005,5,travel_topdrama_r_4013_catch_1,8
0,401301,1,0,"",1,40132,1401320006,31,"",401301
0,401303,1,0,"",1,40132,1401320007,31,"",401303
68,401304,0,50,"",1,40132,1401320008,31,"",401304
-158,401305,0,312,"",1,40132,1401320009,31,"",401305
-158,401306,0,312,"",1,40132,1401320010,31,"",401306
188,401307,0,36,"",0.8,40132,1401320011,31,"",401307
200,401308,0,-258,"",1,40132,1401320012,31,"",401308
255,401318,0,-437,"",1,40132,1401320013,31,"",4013082
-15,401309,0,120,"",1,40132,1401320014,31,"",401309
-15,401310,0,120,"",1,40132,1401320015,31,"",401310
-91,401312,0,-42,"",1,40132,1401320016,31,"",401312
0,401313,0,0,"",1,40132,1401320017,31,"",401313
0,401314,0,0,"",1,40132,1401320018,31,"",401314
0,400013,1,0,"",1,40132,1401320019,31,"",400013
"",0,"","","","",40132,1401320020,91,"",0
"",1,"","","","",40132,1401320021,93,"",0
"",1000001,0.2,0,"","",40132,1401320022,3,"",travel_topdrama_r_4013_touch_1
"",se_travel_top,"","","","",40132,1401320023,23,"",se_travel_top_aruma_01
"",401309,"","","","",40132,1401320024,32,"",1
"",1,"","","","",40132,1401320025,93,"",0
"",7,0,0,"","",40132,1401320026,3,"",travel_topdrama_r_4013_danger_1
"",1.63,"","","","",40132,1401320027,93,"",0
"",se_travel_top,"","","","",40132,1401320028,23,"",se_travel_top_aruma_04
"",0.04,"","","","",40132,1401320029,93,"",0
"",1000001,0.6,1,"","",40132,1401320030,3,"",travel_topdrama_r_4013_touch_loop
"",0.4,"","","","",40132,1401320031,93,"",0
"",se_travel_top,"","","","",40132,1401320032,23,"",se_travel_top_aruma_05
"",1.33,"","","","",40132,1401320033,93,"",0
0,8,"",-195,"",0,40132,1401320034,2,"",-20
"",8,0,0,0,0,40132,1401320035,3,"",travel_topdrama_r_4013_catch_1
"",se_travel_top,"","","","",40132,1401320036,23,"",se_travel_top_aruma_06
travel_topdrama_r_4013_static,7,0.1,0,0.1,0,40132,1401320037,3,"",travel_topdrama_r_4013_safe
travel_topdrama_r_4013_runaway,1000001,0.1,0,0,1,40132,1401320038,3,"",travel_topdrama_r_4013_catch
"",401313,"","","","",40132,1401320039,32,"",1
"",0.66,"","","","",40132,1401320040,93,"",0
"",401312,"","","","",40132,1401320041,32,"",1
"",se_travel_top,"","","","",40132,1401320042,23,"",se_travel_top_aruma_07
"",0.97,"","","","",40132,1401320043,93,"",0
"",1000001,"","","","",40132,1401320044,4,"",1
"",1000001,0,1,"",1,40132,1401320045,3,"",travel_topdrama_r_4013_runaway
"",1000002,0.1,1,"",1,40132,1401320046,3,"",travel_topdrama_r_4000_run_normal
"",1000003,0.1,1,"",1,40132,1401320047,3,"",travel_topdrama_r_4000_run_normal
"",se_travel_top,"","","","",40132,1401320048,23,"",se_travel_top_aruma_08
"",8,"","","",0,40132,1401320049,4,"",1
2.5,8,"",-195,"",0,40132,1401320050,2,"",-1600
"",8,0,1,0,1,40132,1401320051,3,"",travel_topdrama_r_4013_runaway_1
2.5,1000001,"",-195,"",0,40132,1401320052,2,"",-1600
1.4,1000002,"",-195,"",0,40132,1401320053,2,"",-20
1.4,1000003,"",-140,"",0,40132,1401320054,2,"",-215
"",1.4,"","","","",40132,1401320055,93,"",0
"",401310,"","","","",40132,1401320056,32,"",1
"",1000002,0.2,0,"","",40132,1401320057,3,"",travel_topdrama_r_4013_touch_2
"",1000003,0.2,1,"","",40132,1401320058,3,"",travel_topdrama_r_4000_idle
"",1,"","","","",40132,1401320059,93,"",0
"",7,0,0,"","",40132,1401320060,3,"",travel_topdrama_r_4013_danger_2
"",1.67,"","","","",40132,1401320061,93,"",0
"",401304,"","","","",40132,1401320062,32,"",1
"",se_travel_top,"","","","",40132,1401320063,23,"",se_travel_top_aruma_10
"",0.3,"","","","",40132,1401320064,93,"",0
"",1000002,0.6,1,"","",40132,1401320065,3,"",travel_topdrama_r_4013_touch_loop
"",0.1,"","","","",40132,1401320066,93,"",0
"",se_travel_top,"","","","",40132,1401320067,23,"",se_travel_top_aruma_05
"",0.06,"","","","",40132,1401320068,93,"",0
"",401307,"","","","",40132,1401320069,32,"",1
"",0.57,"","","","",40132,1401320070,93,"",0
"",401314,"","","","",40132,1401320071,32,"",1
travel_topdrama_r_4013_idle,7,0.1,0,0.1,1,40132,1401320072,3,"",travel_topdrama_r_4013_out
"",se_travel_top,"","","","",40132,1401320073,23,"",se_travel_top_aruma_18
"",401308,"","","","",40132,1401320074,32,"",1
"",4013082,"","","","",40132,1401320075,32,"",1
"",0.1,"","","","",40132,1401320076,93,"",0
travel_topdrama_r_4013_run,1000002,0,0,0,1,40132,1401320077,3,"",travel_topdrama_r_4013_shock
travel_topdrama_r_4013_run,1000003,0,0,0,1,40132,1401320078,3,"",travel_topdrama_r_4013_shock
"",0.86,"","","","",40132,1401320079,93,"",0
"",1000002,0,1,"","",40132,1401320080,3,"",travel_topdrama_r_4013_run
"",1000003,0,1,"","",40132,1401320081,3,"",travel_topdrama_r_4013_run
2.5,1000002,"",-195,"",0,40132,1401320082,2,"",-1600
2.5,1000003,"",-140,"",0,40132,1401320083,2,"",-1600
"",0.07,"","","","",40132,1401320084,93,"",0
"",0,"",0.4,"","",40132,1401320085,122,"",24
"",401305,"","","","",40132,1401320086,32,"",1
"",401306,"","","","",40132,1401320087,32,"",1
"",0.9,"","","","",40132,1401320088,93,"",0
"",se_travel_top,"","","","",40132,1401320089,23,"",se_travel_top_aruma_21
"",1.1,"","","","",40132,1401320090,93,"",0
"",0,"","","","",40132,1401320091,111,"",""
"",0,"","","","",40132,1401320092,91,"",""
-55,401300,1,0,"",0.65,40141,1401410001,31,"",401300
0,0,1,55,0,-73,40141,1401410002,5,normal,0
"",0,"","","","",40141,1401410003,91,"",0
-20,1,1.75,56,0,-195,40142,1401420001,1,travel_topdrama_r_4000_idle,1000001
-260,1,1.75,55,0,-140,40142,1401420002,1,travel_topdrama_r_4000_idle,1000002
-450,1,1.75,54,0,-140,40142,1401420003,1,travel_topdrama_r_4000_idle,1000003
435,7,1,53,0,-150,40142,1401420004,5,travel_topdrama_r_4013_static,7
-2000,8,1.75,57,0,-2000,40142,1401420005,5,travel_topdrama_r_4013_catch_1,8
0,401301,1,0,"",1,40142,1401420006,31,"",401301
0,401303,1,0,"",1,40142,1401420007,31,"",401303
78,401304,0,40,"",1,40142,1401420008,31,"",401304
78,401304,0,40,"",1,40142,1401420009,31,"",4013042
-158,401305,0,312,"",1,40142,1401420010,31,"",401305
-158,401306,0,312,"",1,40142,1401420011,31,"",401306
188,401307,0,36,"",0.8,40142,1401420012,31,"",401307
200,401308,0,-258,"",1,40142,1401420013,31,"",401308
255,401308,0,-437,"",1,40142,1401420014,31,"",4013082
-15,401309,0,120,"",1,40142,1401420015,31,"",401309
-15,401310,0,120,"",1,40142,1401420016,31,"",401310
-10,401311,0,120,"",1,40142,1401420017,31,"",401311
-91,401312,0,-42,"",1,40142,1401420018,31,"",401312
-91,401312,0,-42,"",1,40142,1401420019,31,"",4013122
0,401313,0,0,"",1,40142,1401420020,31,"",401313
0,401313,0,0,"",1,40142,1401420021,31,"",4013132
0,401314,0,0,"",1,40142,1401420022,31,"",401314
0,400014,1,0,"",1,40142,1401420023,31,"",401400
"",0,"","","","",40142,1401420024,91,"",0
"",1,"","","","",40142,1401420025,93,"",0
travel_topdrama_r_4013_touch_loop,1000001,0.3,0,"",1,40142,1401420026,3,"",travel_topdrama_r_4013_touch_1
"",se_travel_top,"","","","",40142,1401420027,23,"",se_travel_top_aruma_01
"",401309,"","","","",40142,1401420028,32,"",1
"",1,"","","","",40142,1401420029,93,"",0
"",7,0,0,"","",40142,1401420030,3,"",travel_topdrama_r_4013_danger_1
"",1.63,"","","","",40142,1401420031,93,"",0
"",se_travel_top,"","","","",40142,1401420032,23,"",se_travel_top_aruma_04
"",0.04,"","","","",40142,1401420033,93,"",0
"",1000001,0.3,1,"","",40142,1401420034,3,"",travel_topdrama_r_4013_touch_loop
"",0.4,"","","","",40142,1401420035,93,"",0
"",se_travel_top,"","","","",40142,1401420036,23,"",se_travel_top_aruma_05
"",1.33,"","","","",40142,1401420037,93,"",0
0,8,"",-195,"",0,40142,1401420038,2,"",-20
"",8,0,0,"",0,40142,1401420039,3,"",travel_topdrama_r_4013_catch_1
"",se_travel_top,"","","","",40142,1401420040,23,"",se_travel_top_aruma_06
travel_topdrama_r_4013_static,7,0.1,0,0.1,0,40142,1401420041,3,"",travel_topdrama_r_4013_safe
"",1000001,0.1,0,"","",40142,1401420042,3,"",travel_topdrama_r_4013_catch
"",401313,"","","","",40142,1401420043,32,"",1
"",0.66,"","","","",40142,1401420044,93,"",0
"",401312,"","","","",40142,1401420045,32,"",1
"",se_travel_top,"","","","",40142,1401420046,23,"",se_travel_top_aruma_07
"",0.97,"","","","",40142,1401420047,93,"",0
"",1000001,"","","","",40142,1401420048,4,"",1
"",1000001,0,1,"","",40142,1401420049,3,"",travel_topdrama_r_4013_runaway
"",1000002,0.1,1,"","",40142,1401420050,3,"",travel_topdrama_r_4000_run_normal
"",1000003,0.1,1,"","",40142,1401420051,3,"",travel_topdrama_r_4000_run_normal
"",se_travel_top,"","","","",40142,1401420052,23,"",se_travel_top_aruma_08
"",8,"","","",0,40142,1401420053,4,"",1
2.5,8,"",-195,"",0,40142,1401420054,2,"",-1600
"",8,0,1,"",1,40142,1401420055,3,"",travel_topdrama_r_4013_runaway_1
2.5,1000001,"",-195,"",0,40142,1401420056,2,"",-1600
1.4,1000002,"",-195,"",0,40142,1401420057,2,"",-20
1.4,1000003,"",-140,"",0,40142,1401420058,2,"",-215
"",1.4,"","","","",40142,1401420059,93,"",0
"",401310,"","","","",40142,1401420060,32,"",1
travel_topdrama_r_4013_touch_loop,1000002,0.2,0,0.3,1,40142,1401420061,3,"",travel_topdrama_r_4013_touch_2
"",1000003,0.2,1,"","",40142,1401420062,3,"",travel_topdrama_r_4000_idle
"",1,"","","","",40142,1401420063,93,"",0
"",7,0,0,"","",40142,1401420064,3,"",travel_topdrama_r_4013_danger_2
"",1.67,"","","","",40142,1401420065,93,"",0
"",401304,"","","","",40142,1401420066,32,"",1
"",se_travel_top,"","","","",40142,1401420067,23,"",se_travel_top_aruma_10
"",0.3,"","","","",40142,1401420068,93,"",0
"",1000002,0.3,1,"","",40142,1401420069,3,"",travel_topdrama_r_4013_touch_loop
"",0.2,"","","","",40142,1401420070,93,"",0
"",se_travel_top,"","","","",40142,1401420071,23,"",se_travel_top_aruma_05
"",0.83,"","","","",40142,1401420072,93,"",0
"",8,"","","",0,40142,1401420073,4,"",0
0,8,"",-195,"",0,40142,1401420074,2,"",-20
"",8,0,0,"","",40142,1401420075,3,"",travel_topdrama_r_4013_catch_2
"",se_travel_top,"","","","",40142,1401420076,23,"",se_travel_top_aruma_11
travel_topdrama_r_4013_static,7,0.1,0,0.1,0,40142,1401420077,3,"",travel_topdrama_r_4013_safe
travel_topdrama_r_4013_runaway,1000002,0.1,0,0,1,40142,1401420078,3,"",travel_topdrama_r_4013_catch
"",4013132,"","","","",40142,1401420079,32,"",1
"",0.66,"","","","",40142,1401420080,93,"",0
"",4013122,"","","","",40142,1401420081,32,"",1
"",se_travel_top,"","","","",40142,1401420082,23,"",se_travel_top_aruma_12
"",0.97,"","","","",40142,1401420083,93,"",0
"",1000002,"","","","",40142,1401420084,4,"",1
"",1000002,0,1,"","",40142,1401420085,3,"",travel_topdrama_r_4013_runaway
"",1000003,0.1,1,"","",40142,1401420086,3,"",travel_topdrama_r_4000_run_normal
"",se_travel_top,"","","","",40142,1401420087,23,"",se_travel_top_aruma_08
"",8,"","","",0,40142,1401420088,4,"",1
2.5,8,"",-195,"",0,40142,1401420089,2,"",-1600
"",8,0,1,"","",40142,1401420090,3,"",travel_topdrama_r_4013_runaway_2
2.5,1000002,"",-195,"",0,40142,1401420091,2,"",-1600
1.4,1000003,"",-195,"",0,40142,1401420092,2,"",-20
"",1.4,"","","","",40142,1401420093,93,"",0
travel_topdrama_r_4013_touch_loop,1000003,0.2,0,0.3,1,40142,1401420094,3,"",travel_topdrama_r_4013_touch_3
"",401311,"","","","",40142,1401420095,32,"",1
"",1,"","","","",40142,1401420096,93,"",0
"",7,0,0,"","",40142,1401420097,3,"",travel_topdrama_r_4013_danger_3_in
"",2.16,"","","","",40142,1401420098,93,"",0
"",4013042,"","","","",40142,1401420099,32,"",1
"",0.54,"","","","",40142,1401420100,93,"",0
"",1000003,0.3,1,"","",40142,1401420101,3,"",travel_topdrama_r_4013_touch_loop
"",0.34,"","","","",40142,1401420102,93,"",0
"",401307,"","","","",40142,1401420103,32,"",1
"",0.5,"","","","",40142,1401420104,93,"",0
"",401314,"","","","",40142,1401420105,32,"",1
travel_topdrama_r_4013_idle,7,0.1,0,0.1,1,40142,1401420106,3,"",travel_topdrama_r_4013_out
"",se_travel_top,"","","","",40142,1401420107,23,"",se_travel_top_aruma_18
"",401308,"","","","",40142,1401420108,32,"",1
"",0.1,"","","","",40142,1401420109,93,"",0
travel_topdrama_r_4013_run,1000003,0,0,0,1,40142,1401420110,3,"",travel_topdrama_r_4013_shock
"",0.86,"","","","",40142,1401420111,93,"",0
"",1000003,0,1,"","",40142,1401420112,3,"",travel_topdrama_r_4013_run
2.5,1000003,"",-195,"",0,40142,1401420113,2,"",-1600
"",0.07,"","","","",40142,1401420114,93,"",0
"",0,"",0.4,"","",40142,1401420115,122,"",24
"",401305,"","","","",40142,1401420116,32,"",1
"",401306,"","","","",40142,1401420117,32,"",1
"",0.9,"","","","",40142,1401420118,93,"",0
"",se_travel_top,"","","","",40142,1401420119,23,"",se_travel_top_aruma_21
"",1.1,"","","","",40142,1401420120,93,"",0
"",0,"","","","",40142,1401420121,111,"",""
"",0,"","","","",40142,1401420122,91,"",""
-55,401300,1,0,"",0.65,40151,1401510001,31,"",401300
0,0,1,55,0,-73,40151,1401510002,5,normal,0
"",0,"","","","",40151,1401510003,91,"",0
-20,1,1.75,56,0,-195,40152,1401520001,1,travel_topdrama_r_4000_idle,1000001
-260,1,1.75,55,0,-140,40152,1401520002,1,travel_topdrama_r_4000_idle,1000002
-450,1,1.75,54,0,-140,40152,1401520003,1,travel_topdrama_r_4000_idle,1000003
435,7,1,53,0,-150,40152,1401520004,5,travel_topdrama_r_4013_static,7
-2000,8,1.75,57,0,-2000,40152,1401520005,5,travel_topdrama_r_4013_catch_1,8
0,401301,1,0,"",1,40152,1401520006,31,"",401301
0,401303,1,0,"",1,40152,1401520007,31,"",401303
78,401304,0,40,"",1,40152,1401520008,31,"",401304
78,401304,0,40,"",1,40152,1401520009,31,"",4013042
78,401315,0,40,"",1,40152,1401520010,31,"",401315
103,401316,0,27,"",1,40152,1401520011,31,"",401316
188,401307,0,36,"",0.8,40152,1401520012,31,"",401307
-15,401309,0,120,"",1,40152,1401520013,31,"",401309
-15,401310,0,120,"",1,40152,1401520014,31,"",401310
-10,401311,0,120,"",1,40152,1401520015,31,"",401311
-91,401312,0,-42,"",1,40152,1401520016,31,"",401312
-91,401312,0,-42,"",1,40152,1401520017,31,"",4013122
-81,401312,0,-42,"",1,40152,1401520018,31,"",4013123
0,401313,0,0,"",1,40152,1401520019,31,"",401313
0,401313,0,0,"",1,40152,1401520020,31,"",4013132
0,401313,0,0,"",1,40152,1401520021,31,"",4013133
0,400015,1,0,"",1,40152,1401520022,31,"",401500
"",0,"","","","",40152,1401520023,91,"",0
"",1,"","","","",40152,1401520024,93,"",0
travel_topdrama_r_4013_touch_loop,1000001,0.2,0,0.3,1,40152,1401520025,3,"",travel_topdrama_r_4013_touch_1
"",se_travel_top,"","","","",40152,1401520026,23,"",se_travel_top_aruma_01
"",401309,"","","","",40152,1401520027,32,"",1
"",1,"","","","",40152,1401520028,93,"",0
"",7,0,0,"","",40152,1401520029,3,"",travel_topdrama_r_4013_danger_1
"",1.63,"","","","",40152,1401520030,93,"",0
"",se_travel_top,"","","","",40152,1401520031,23,"",se_travel_top_aruma_04
"",0.04,"","","","",40152,1401520032,93,"",0
"",1000001,0.3,1,"","",40152,1401520033,3,"",travel_topdrama_r_4013_touch_loop
"",0.4,"","","","",40152,1401520034,93,"",0
